edad,genero,region,dispositivo,categoria_preferida,nivel_membresia,frecuencia_visitas_mes,tiempo_promedio_sesion_min,paginas_vistas_sesion,items_en_carrito,uso_cupon,dias_desde_ultima_compra,numero_compras_previas,tiene_app,calificacion_promedio_dada,monto_compra_promedio
23,Femenino,Centro,Mobile,Hogar,Platino,8,4.1,27,5,0,171.0,6,1,3.6,286.98
33,Masculino,Centro,Desktop,Hogar,Plata,9,5.0,13,3,0,78.0,9,1,4.9,265.82
46,Masculino,Norte,Desktop,Hogar,Plata,10,33.0,26,7,0,168.0,3,1,,310.31
20,Femenino,Sur,Desktop,Electronica,Bronce,13,2.2,10,2,0,53.0,5,0,3.0,185.82
37,Masculino,Norte,Mobile,Ropa,Bronce,11,1.0,6,2,0,14.0,7,0,3.4,171.03
53,Masculino,Centro,Mobile,Deportes,Bronce,8,7.3,5,2,0,149.0,5,0,3.1,160.91
36,Masculino,Norte,Desktop,Hogar,Bronce,11,19.4,13,3,0,113.0,2,0,4.1,187.21
43,Masculino,Este,Tablet,Electronica,Plata,1,17.7,17,3,0,57.0,5,1,2.6,216.31
20,Masculino,Sur,Desktop,Deportes,Plata,14,30.2,10,2,0,91.0,7,0,2.9,210.76
36,Femenino,Oeste,Mobile,Electronica,Bronce,10,9.1,26,2,0,46.0,8,1,3.2,229.49
37,Masculino,Este,Mobile,Hogar,Plata,9,1.3,4,1,1,154.0,2,0,4.2,126.3
49,Femenino,Oeste,Mobile,Electronica,Bronce,10,10.7,22,4,0,91.0,3,1,4.7,261.76
24,Femenino,Norte,Desktop,Libros,Bronce,6,18.1,4,8,1,152.0,6,1,4.5,231.57
69,Masculino,Centro,Mobile,Ropa,Oro,12,1.2,27,5,0,133.0,3,0,3.0,318.93
58,Masculino,Este,Mobile,Ropa,Plata,6,2.3,19,3,0,170.0,6,1,3.9,220.7
50,Masculino,Sur,Mobile,Electronica,Plata,11,1.0,18,4,0,102.0,10,1,2.6,317.56
57,Femenino,Oeste,Mobile,Ropa,Bronce,7,10.8,29,3,0,106.0,2,0,3.3,209.7
56,Masculino,Este,Mobile,Deportes,Bronce,7,26.1,11,3,1,171.0,6,1,4.5,223.07
35,Femenino,Centro,Mobile,Libros,Bronce,7,,3,5,0,128.0,5,0,3.6,182.46
57,Masculino,Sur,Desktop,Ropa,Oro,3,48.2,25,4,0,32.0,3,0,2.9,349.73
18,Femenino,Sur,Mobile,Ropa,Plata,5,1.0,12,3,0,6.0,4,1,3.6,221.94
28,Masculino,Oeste,Mobile,Hogar,Bronce,7,28.0,25,1,0,74.0,5,0,3.0,217.64
45,Masculino,Este,Mobile,Deportes,Oro,14,20.2,4,3,0,135.0,5,1,3.5,282.56
42,Femenino,Este,Mobile,Hogar,Plata,9,4.5,24,6,0,29.0,9,0,3.7,341.15
67,Femenino,Sur,Desktop,Ropa,Oro,4,43.6,24,2,0,34.0,6,0,3.4,315.25
40,Masculino,Norte,Mobile,Ropa,Bronce,12,4.1,3,1,0,7.0,4,1,4.8,162.57
48,Femenino,Sur,Desktop,Hogar,Bronce,9,26.4,10,3,0,81.0,3,1,,211.95
47,Femenino,Centro,Desktop,Electronica,Bronce,5,25.5,20,4,1,77.0,4,1,4.6,273.32
59,Femenino,Este,Desktop,Hogar,Bronce,5,17.0,3,2,0,58.0,2,0,4.4,174.84
52,Femenino,Oeste,Mobile,Ropa,Oro,7,9.9,29,1,0,85.0,5,1,4.2,298.28
24,Masculino,Este,Mobile,Deportes,Oro,13,1.5,20,3,0,,4,1,3.7,234.96
33,Masculino,Sur,Desktop,Electronica,Plata,10,9.1,3,2,0,73.0,2,1,2.5,203.56
43,Masculino,Centro,Mobile,Hogar,Oro,10,5.3,16,7,1,45.0,5,1,4.0,310.19
65,Femenino,Norte,Mobile,Ropa,Bronce,5,18.9,25,3,1,47.0,11,1,3.4,263.69
69,Femenino,Este,Desktop,Hogar,Platino,7,17.0,22,3,0,77.0,4,0,2.8,318.94
66,Masculino,Sur,Mobile,Electronica,Platino,5,29.0,4,6,0,73.0,6,0,3.6,359.33
19,Masculino,Sur,Mobile,Hogar,Plata,11,1.0,6,5,0,168.0,2,0,4.3,200.8
18,Femenino,Sur,Desktop,Hogar,Bronce,7,19.9,12,5,1,116.0,4,1,4.9,223.96
65,Otro,Centro,Tablet,Hogar,Oro,9,33.5,28,5,0,30.0,9,0,3.4,358.5
29,Femenino,Sur,Desktop,Hogar,Bronce,7,18.7,25,7,1,71.0,2,1,3.9,266.17
22,Masculino,Sur,Mobile,Hogar,Oro,8,1.7,8,1,0,145.0,5,0,4.6,182.72
54,Masculino,Sur,Mobile,Deportes,Bronce,6,1.0,7,4,0,103.0,4,1,3.3,162.7
49,Masculino,Este,Mobile,Ropa,Plata,2,1.0,15,0,1,133.0,5,0,2.9,139.9
26,Femenino,Sur,Mobile,Deportes,Plata,6,11.9,2,4,1,,3,1,3.2,185.12
58,Masculino,Centro,Desktop,Ropa,Bronce,6,11.9,27,6,0,122.0,4,0,4.7,275.37
52,Femenino,Este,Mobile,Electronica,Bronce,12,52.0,18,2,1,129.0,5,1,2.9,261.33
36,Masculino,Sur,Mobile,Electronica,Bronce,5,6.1,18,2,1,31.0,7,1,3.3,193.59
65,Femenino,Norte,Tablet,Ropa,Plata,5,4.8,15,3,1,163.0,6,1,3.7,246.0
33,Femenino,Centro,Desktop,Deportes,Oro,6,11.8,11,2,1,109.0,5,0,4.6,159.83
20,Femenino,Norte,Desktop,Hogar,Bronce,6,21.0,9,7,0,72.0,7,0,4.8,246.49
37,Masculino,Centro,Desktop,Deportes,Oro,9,33.1,9,2,1,158.0,5,1,3.6,206.84
41,Masculino,Norte,Desktop,Ropa,Bronce,12,19.5,15,4,1,127.0,9,0,4.8,214.8
50,Masculino,Sur,Mobile,Ropa,Plata,10,6.7,8,3,0,85.0,5,0,2.9,239.66
41,Femenino,Norte,Mobile,Electronica,Platino,5,12.1,7,2,0,15.0,5,1,2.9,263.47
69,Femenino,Norte,Mobile,Ropa,Bronce,10,23.3,5,3,0,56.0,8,0,4.9,222.27
28,Femenino,Centro,Mobile,Ropa,Platino,12,8.1,2,2,1,27.0,4,0,3.8,315.57
66,Femenino,Sur,Desktop,Electronica,Plata,4,2.9,16,1,1,2.0,2,1,3.0,188.7
25,Femenino,Centro,Mobile,Electronica,Bronce,8,2.2,26,3,0,74.0,5,0,3.7,248.7
53,Masculino,Sur,Mobile,Hogar,Oro,8,1.0,16,3,0,64.0,3,0,4.5,262.09
55,Femenino,Oeste,Mobile,Hogar,Bronce,7,15.2,2,0,0,5.0,2,1,4.6,178.12
57,Masculino,Este,Mobile,Libros,Bronce,6,1.4,21,2,0,91.0,5,0,4.7,217.15
37,Masculino,Este,Desktop,Libros,Plata,6,3.4,4,3,0,68.0,8,1,3.9,267.19
52,Femenino,Centro,Desktop,Hogar,Oro,8,4.2,24,1,0,141.0,3,0,4.7,210.69
65,Masculino,Sur,Desktop,Ropa,Oro,9,9.9,6,2,1,81.0,4,1,3.8,246.32
42,Masculino,Norte,Mobile,Hogar,Bronce,11,6.1,6,5,0,85.0,11,1,4.0,286.59
52,Femenino,Este,Desktop,Deportes,Platino,11,13.5,5,4,1,23.0,4,1,4.4,339.6
42,Masculino,Centro,Desktop,Electronica,Oro,6,1.0,18,2,0,97.0,7,0,3.6,273.75
46,Femenino,Centro,Desktop,Ropa,Platino,8,1.6,22,3,1,178.0,1,0,2.7,249.2
35,Masculino,Centro,Tablet,Deportes,Bronce,10,8.3,21,2,0,124.0,3,1,3.4,247.47
63,Masculino,Sur,Tablet,Ropa,Plata,6,4.9,15,2,0,37.0,2,0,4.1,234.14
35,Masculino,Centro,Tablet,Hogar,Oro,7,4.2,27,6,0,30.0,6,1,3.0,352.09
19,Masculino,Oeste,Desktop,Hogar,Bronce,6,1.0,9,2,0,151.0,3,1,,140.14
52,Femenino,Norte,Tablet,Electronica,Platino,8,27.1,3,3,0,162.0,5,1,3.2,290.46
33,Masculino,Centro,Mobile,Ropa,Bronce,8,14.1,9,2,0,117.0,8,0,2.6,198.42
58,Femenino,Sur,Desktop,Ropa,Bronce,13,1.6,2,3,1,9.0,8,0,4.4,230.05
53,Masculino,Norte,Tablet,Electronica,Platino,5,1.0,5,4,0,132.0,2,1,3.1,283.7
50,Femenino,Norte,Tablet,Electronica,Platino,9,44.2,20,1,1,66.0,6,1,2.8,366.35
21,Femenino,Este,Desktop,Deportes,Bronce,8,13.7,6,2,0,120.0,7,1,4.2,194.45
50,Femenino,Centro,Mobile,Ropa,Bronce,11,6.5,6,6,1,124.0,3,1,4.6,237.14
31,Masculino,Centro,Mobile,Ropa,Oro,7,14.5,22,1,0,161.0,4,1,2.5,209.64
38,Masculino,Sur,Mobile,Ropa,Platino,8,16.9,29,1,0,160.0,8,1,3.1,298.42
65,Masculino,Oeste,Desktop,Libros,Plata,4,18.2,21,3,0,44.0,6,0,4.9,305.22
37,Femenino,Oeste,Mobile,Ropa,Plata,7,7.8,25,3,1,109.0,5,1,3.5,277.35
25,Masculino,Este,Mobile,Ropa,Oro,8,6.7,20,1,0,37.0,2,1,4.8,211.43
24,Femenino,Oeste,Desktop,Deportes,Bronce,12,,13,2,0,67.0,6,0,3.2,171.1
20,Femenino,Sur,Desktop,Deportes,Platino,8,31.3,21,2,0,60.0,5,1,3.0,327.65
34,Masculino,Este,Tablet,Electronica,Bronce,7,11.1,2,3,0,36.0,8,0,3.0,173.24
50,Femenino,Centro,Desktop,Deportes,Plata,9,2.7,8,4,0,49.0,3,1,2.7,230.48
65,Masculino,Oeste,Desktop,Ropa,Plata,9,30.2,18,2,0,,5,0,4.7,263.91
29,Masculino,Sur,Desktop,Ropa,Plata,10,29.6,3,4,1,107.0,4,0,4.9,262.65
68,Femenino,Sur,Desktop,Electronica,Oro,4,54.3,12,4,0,8.0,7,1,4.9,338.36
39,Femenino,Centro,Mobile,Electronica,Platino,5,24.9,8,4,1,178.0,9,1,4.6,293.42
39,Femenino,Sur,Mobile,Hogar,Plata,10,73.3,18,5,0,41.0,6,1,4.6,399.44
63,Masculino,Este,Tablet,Ropa,Oro,13,3.4,28,4,0,101.0,13,0,4.2,382.69
47,Masculino,Este,Desktop,Ropa,Bronce,13,22.2,4,5,1,113.0,3,1,4.6,243.32
55,Femenino,Norte,Desktop,Hogar,Oro,7,20.8,23,2,0,109.0,7,0,3.0,331.3
55,Femenino,Centro,Mobile,Deportes,Bronce,8,3.2,7,2,0,166.0,5,0,3.5,154.76
62,Femenino,Sur,Mobile,Electronica,Bronce,6,1.2,23,5,1,86.0,6,0,4.1,267.54
68,Masculino,Oeste,Desktop,Hogar,Bronce,10,46.6,12,1,0,78.0,11,0,4.7,264.76
25,Femenino,Este,Mobile,Electronica,Plata,8,4.2,19,1,0,55.0,7,1,4.2,240.49
44,Masculino,Centro,Mobile,Deportes,Platino,5,24.6,19,1,0,110.0,4,1,4.6,269.9
44,Masculino,Centro,Mobile,Hogar,Plata,10,1.0,23,3,0,146.0,8,0,,266.62
51,Femenino,Este,Mobile,Libros,Bronce,13,1.0,11,2,0,65.0,6,1,4.3,229.49
38,Masculino,Norte,Desktop,Electronica,Bronce,3,7.5,6,6,0,64.0,4,0,4.9,216.15
47,Femenino,Centro,Tablet,Electronica,Plata,10,3.3,24,1,0,140.0,4,1,2.9,219.23
50,Masculino,Sur,Desktop,Ropa,Bronce,1,14.0,24,1,1,118.0,7,1,4.8,210.06
45,Masculino,Oeste,Desktop,Ropa,Bronce,5,10.0,22,2,0,,8,0,3.8,197.74
64,Femenino,Oeste,Desktop,Electronica,Plata,10,1.0,25,3,0,42.0,3,1,4.1,269.93
50,Femenino,Este,Desktop,Libros,Platino,13,2.1,27,3,0,117.0,8,0,4.7,319.0
22,Femenino,Centro,Mobile,Electronica,Plata,11,5.9,23,3,1,50.0,6,1,,258.99
65,Femenino,Oeste,Mobile,Ropa,Bronce,6,2.5,16,0,1,164.0,8,0,3.5,163.79
36,Femenino,Centro,Desktop,Deportes,Oro,9,18.9,22,3,1,48.0,3,1,3.8,342.65
21,Femenino,Este,Mobile,Ropa,Oro,11,6.5,21,3,1,73.0,3,1,2.5,267.77
52,Femenino,Norte,Desktop,Deportes,Oro,8,1.2,24,1,0,136.0,7,0,3.7,275.43
66,Masculino,Oeste,Mobile,Electronica,Bronce,6,7.9,5,1,0,153.0,6,0,3.2,112.06
34,Femenino,Sur,Desktop,Ropa,Plata,4,1.1,22,2,0,135.0,6,1,4.8,271.34
61,Masculino,Este,Tablet,Electronica,Platino,10,1.7,22,4,0,106.0,4,0,2.7,332.68
45,Otro,Norte,Mobile,Electronica,Bronce,13,3.3,2,4,0,8.0,3,0,3.6,215.32
47,Femenino,Sur,Mobile,Libros,Plata,6,23.6,16,5,0,110.0,7,1,4.9,297.8
46,Masculino,Sur,Desktop,Electronica,Bronce,6,31.0,18,4,0,31.0,7,1,4.8,267.52
63,Femenino,Oeste,Mobile,Ropa,Plata,8,21.0,20,3,1,12.0,7,0,4.3,273.47
23,Femenino,Centro,Mobile,Ropa,Oro,8,4.9,15,0,0,127.0,5,0,4.0,244.44
52,Masculino,Este,Desktop,Ropa,Plata,10,3.8,28,3,0,57.0,4,1,3.2,265.33
58,Femenino,Sur,Tablet,Deportes,Oro,7,9.6,20,4,0,140.0,4,0,3.4,248.21
54,Femenino,Oeste,Desktop,Electronica,Plata,8,15.4,19,3,0,27.0,7,1,2.7,283.02
41,Masculino,Norte,Mobile,Hogar,Platino,8,60.2,29,3,0,46.0,5,1,4.5,388.29
46,Femenino,Sur,Mobile,Libros,Plata,13,1.7,3,1,0,135.0,4,1,3.3,196.72
66,Masculino,Norte,Mobile,Hogar,Bronce,8,1.0,7,3,0,61.0,3,0,4.2,225.42
63,Femenino,Este,Mobile,Libros,Plata,6,14.2,14,0,0,58.0,3,0,3.4,194.28
48,Otro,Oeste,Mobile,Electronica,Oro,9,21.4,18,4,0,13.0,3,0,3.7,283.35
52,Femenino,Norte,Mobile,Ropa,Oro,6,,7,0,1,100.0,6,1,3.9,242.4
50,Masculino,Centro,Tablet,Ropa,Plata,7,13.6,22,4,0,49.0,5,1,4.5,301.73
69,Femenino,Norte,Desktop,Hogar,Plata,6,37.0,23,4,0,35.0,5,0,3.0,346.67
38,Femenino,Norte,Desktop,Libros,Oro,12,,6,2,1,94.0,4,1,3.5,229.66
49,Masculino,Oeste,Tablet,Ropa,Oro,4,29.4,8,3,1,95.0,8,1,2.8,270.48
40,Femenino,Oeste,Mobile,Hogar,Plata,7,41.2,2,3,0,145.0,7,0,2.7,223.7
50,Masculino,Sur,Mobile,Electronica,Oro,6,22.5,14,8,1,72.0,4,0,4.0,325.63
20,Femenino,Norte,Desktop,Hogar,Plata,10,4.4,20,5,1,123.0,3,0,3.0,203.07
35,Masculino,Norte,Tablet,Ropa,Bronce,3,2.6,23,3,1,10.0,4,1,2.6,192.75
42,Masculino,Oeste,Desktop,Libros,Bronce,7,9.5,2,2,1,162.0,7,1,4.7,112.64
59,Masculino,Centro,Mobile,Hogar,Platino,6,7.2,14,3,1,4.0,9,1,3.8,330.01
48,Femenino,Oeste,Desktop,Ropa,Bronce,7,25.2,12,3,0,125.0,8,0,2.8,233.52
20,Masculino,Centro,Mobile,Electronica,Plata,5,1.3,28,1,0,29.0,3,0,2.6,222.12
57,Femenino,Oeste,Mobile,Electronica,Platino,10,3.6,8,4,0,46.0,5,1,2.8,319.84
63,Masculino,Este,Mobile,Electronica,Bronce,8,16.7,21,8,0,174.0,6,1,3.7,332.23
41,Masculino,Norte,Tablet,Ropa,Oro,6,1.2,4,1,0,77.0,7,1,4.2,233.92
67,Femenino,Centro,Mobile,Deportes,Oro,7,4.6,27,5,1,59.0,6,1,4.1,308.97
49,Femenino,Este,Desktop,Hogar,Platino,6,5.9,26,5,1,66.0,5,1,2.9,300.17
64,Masculino,Centro,Mobile,Ropa,Bronce,14,11.7,2,4,0,162.0,8,0,4.1,254.6
39,Femenino,Sur,Mobile,Electronica,Bronce,9,2.1,9,10,0,107.0,7,1,3.5,280.79
40,Femenino,Sur,Tablet,Deportes,Platino,7,23.6,18,5,0,86.0,4,1,3.7,321.17
19,Femenino,Norte,Mobile,Hogar,Bronce,8,7.1,14,3,0,133.0,6,0,4.5,118.84
44,Masculino,Este,Desktop,Electronica,Plata,8,29.9,15,3,0,9.0,9,1,3.3,309.49
59,Masculino,Este,Mobile,Hogar,Oro,12,7.6,6,2,0,20.0,6,0,2.9,289.94
19,Femenino,Sur,Desktop,Ropa,Bronce,10,3.9,27,4,0,149.0,5,1,4.7,210.74
43,Masculino,Norte,Mobile,Electronica,Platino,11,1.8,25,2,0,127.0,4,1,3.0,277.63
34,Femenino,Sur,Mobile,Ropa,Plata,9,1.0,23,2,0,17.0,3,1,3.2,240.57
57,Femenino,Este,Desktop,Ropa,Bronce,5,9.1,24,2,0,12.0,0,1,4.3,265.0
50,Femenino,Centro,Mobile,Electronica,Bronce,6,1.4,28,3,0,82.0,6,0,4.2,193.26
26,Femenino,Este,Mobile,Libros,Bronce,8,6.0,25,5,0,67.0,3,1,4.5,235.86
60,Otro,Norte,Desktop,Deportes,Bronce,6,10.7,7,5,1,133.0,4,0,3.0,214.21
65,Masculino,Este,Mobile,Hogar,Oro,10,3.9,28,4,0,53.0,4,1,3.4,357.13
56,Femenino,Oeste,Mobile,Ropa,Bronce,10,2.3,23,6,0,,8,0,2.8,252.24
46,Masculino,Este,Desktop,Ropa,Bronce,7,17.9,28,4,0,147.0,3,1,3.9,229.47
59,Masculino,Oeste,Tablet,Hogar,Platino,8,35.2,7,1,0,145.0,4,0,3.2,274.7
43,Femenino,Sur,Mobile,Ropa,Plata,12,1.3,22,6,1,54.0,2,0,4.2,259.31
52,Femenino,Oeste,Desktop,Electronica,Bronce,8,2.0,9,3,0,68.0,5,0,2.5,169.12
67,Otro,Este,Desktop,Ropa,Platino,8,38.6,14,1,1,35.0,7,1,2.6,319.92
42,Femenino,Este,Mobile,Deportes,Bronce,12,1.0,19,3,0,88.0,9,0,3.6,252.5
41,Masculino,Este,Mobile,Ropa,Platino,5,45.6,24,2,0,169.0,8,0,4.9,325.31
30,Masculino,Norte,Mobile,Electronica,Oro,6,1.0,5,2,1,141.0,10,0,4.7,209.26
24,Femenino,Sur,Desktop,Deportes,Oro,9,24.8,18,4,1,161.0,6,0,5.0,266.95
53,Masculino,Oeste,Mobile,Electronica,Oro,8,4.4,6,3,1,15.0,14,0,3.5,305.7
62,Masculino,Centro,Desktop,Ropa,Plata,13,33.5,4,2,0,15.0,3,1,2.6,282.93
37,Masculino,Oeste,Desktop,Electronica,Oro,5,4.6,5,2,0,31.0,6,0,3.3,218.78
18,Masculino,Este,Mobile,Ropa,Oro,8,12.7,24,2,1,107.0,8,1,,249.16
25,Masculino,Centro,Mobile,Deportes,Bronce,4,1.0,6,1,0,156.0,4,0,2.8,59.05
63,Masculino,Centro,Tablet,Ropa,Plata,3,3.3,15,3,1,10.0,6,1,3.2,227.81
33,Masculino,Oeste,Mobile,Electronica,Oro,13,17.8,16,3,1,57.0,8,1,2.6,299.02
31,Masculino,Oeste,Mobile,Deportes,Plata,6,9.0,21,2,1,,9,0,3.7,158.22
29,Otro,Oeste,Desktop,Deportes,Oro,7,31.6,18,0,1,7.0,6,0,3.0,221.96
68,Masculino,Oeste,Mobile,Deportes,Plata,10,6.7,7,2,0,133.0,9,0,2.7,255.59
40,Masculino,Sur,Mobile,Electronica,Plata,7,24.5,28,3,0,125.0,1,0,3.5,248.0
32,Femenino,Norte,Mobile,Ropa,Bronce,8,7.2,11,4,0,119.0,6,1,3.4,199.24
45,Masculino,Norte,Mobile,Libros,Bronce,8,46.5,23,4,0,80.0,6,1,3.8,362.59
51,Femenino,Oeste,Mobile,Deportes,Plata,7,38.6,24,1,0,124.0,7,1,4.4,246.71
19,Femenino,Norte,Desktop,Electronica,Plata,8,4.8,17,1,0,57.0,4,0,2.8,214.25
49,Masculino,Oeste,Tablet,Electronica,Plata,8,26.1,18,2,1,72.0,13,0,4.5,280.13
40,Masculino,Oeste,Mobile,Ropa,Oro,9,22.6,15,8,1,168.0,3,0,2.6,307.35
39,Femenino,Oeste,Mobile,Libros,Plata,6,2.8,21,2,0,28.0,5,1,3.6,256.38
68,Femenino,Sur,Mobile,Ropa,Oro,8,11.7,13,8,0,36.0,4,1,4.0,328.83
42,Masculino,Este,Mobile,Ropa,Bronce,11,1.0,10,0,1,56.0,4,0,,156.39
39,Femenino,Norte,Mobile,Electronica,Plata,12,21.7,16,4,1,175.0,8,1,,275.63
39,Masculino,Norte,Mobile,Hogar,Bronce,7,2.3,13,3,1,116.0,3,0,2.9,93.86
66,Otro,Sur,Tablet,Deportes,Plata,9,1.0,15,4,0,,2,1,3.8,289.7
69,Masculino,Sur,Mobile,Ropa,Bronce,6,6.1,27,6,1,59.0,4,0,3.5,270.1
59,Femenino,Oeste,Mobile,Deportes,Bronce,9,10.3,23,5,0,171.0,5,1,3.7,273.56
23,Femenino,Oeste,Mobile,Libros,Bronce,5,23.2,19,1,1,123.0,5,0,3.0,120.2
32,Femenino,Este,Mobile,Electronica,Bronce,13,43.9,21,5,1,66.0,6,1,3.8,324.25
60,Femenino,Norte,Desktop,Ropa,Plata,12,6.9,7,4,1,9.0,7,0,,295.82
54,Masculino,Sur,Mobile,Ropa,Platino,8,,5,4,0,134.0,6,0,4.4,285.54
50,Masculino,Este,Tablet,Deportes,Bronce,8,16.6,27,0,1,119.0,4,0,4.0,178.99
25,Masculino,Norte,Mobile,Hogar,Oro,5,10.0,24,2,0,122.0,10,1,2.7,251.06
61,Masculino,Este,Desktop,Hogar,Plata,9,7.1,13,5,0,65.0,7,1,4.7,304.91
61,Femenino,Este,Tablet,Deportes,Bronce,3,4.4,14,6,1,131.0,5,0,4.0,189.98
22,Masculino,Oeste,Mobile,Ropa,Bronce,8,8.4,20,1,0,165.0,2,1,3.3,167.98
56,Masculino,Este,Mobile,Libros,Bronce,10,5.0,23,6,0,127.0,5,1,2.6,249.95
21,Femenino,Oeste,Desktop,Ropa,Oro,8,17.0,14,3,1,87.0,4,0,4.1,250.72
23,Femenino,Norte,Mobile,Electronica,Bronce,13,9.4,13,2,1,33.0,3,0,3.4,159.81
62,Femenino,Norte,Desktop,Hogar,Bronce,3,25.1,21,6,1,137.0,2,1,4.8,244.56
49,Otro,Oeste,Mobile,Deportes,Bronce,9,9.4,4,1,0,53.0,2,1,2.6,193.48
69,Masculino,Centro,Mobile,Ropa,Plata,4,3.3,29,4,1,92.0,6,0,2.6,238.97
47,Masculino,Este,Mobile,Deportes,Oro,12,22.9,4,2,0,51.0,12,0,4.9,328.54
64,Femenino,Norte,Tablet,Libros,Bronce,8,9.8,15,5,1,71.0,7,0,4.9,264.48
52,Femenino,Este,Mobile,Ropa,Plata,6,2.8,19,1,0,,1,1,2.6,180.49
57,Masculino,Centro,Mobile,Libros,Plata,8,11.7,28,1,1,144.0,8,0,4.3,263.98
69,Femenino,Este,Desktop,Electronica,Bronce,8,5.3,20,3,0,40.0,4,1,3.1,259.0
33,Masculino,Centro,Mobile,Electronica,Bronce,7,22.3,29,1,1,179.0,3,0,4.3,191.52
30,Masculino,Sur,Mobile,Electronica,Plata,9,7.2,11,4,0,39.0,10,0,4.7,315.78
67,Femenino,Centro,Mobile,Deportes,Plata,9,15.6,18,3,0,164.0,2,0,2.8,223.59
59,Femenino,Norte,Desktop,Hogar,Oro,6,1.2,16,2,0,121.0,7,1,3.1,282.46
47,Femenino,Oeste,Desktop,Electronica,Plata,5,6.1,20,2,1,85.0,3,0,2.6,176.48
36,Masculino,Oeste,Mobile,Ropa,Bronce,7,49.1,10,5,0,173.0,5,1,2.6,220.0
34,Femenino,Este,Mobile,Hogar,Bronce,8,19.8,5,3,0,137.0,5,0,2.6,164.47
36,Masculino,Sur,Desktop,Electronica,Plata,8,2.1,16,4,0,37.0,9,1,4.5,257.15
45,Masculino,Este,Desktop,Deportes,Oro,7,3.9,20,2,1,87.0,2,0,3.2,199.64
43,Femenino,Centro,Mobile,Deportes,Bronce,8,4.8,17,6,0,129.0,7,1,3.7,270.25
54,Femenino,Oeste,Mobile,Ropa,Platino,5,12.6,9,2,0,63.0,5,1,4.5,291.08
43,Femenino,Centro,Mobile,Libros,Plata,12,17.0,18,2,0,43.0,6,0,3.7,287.16
40,Femenino,Oeste,Desktop,Ropa,Bronce,7,16.6,22,2,1,156.0,4,0,3.6,176.11
26,Femenino,Oeste,Tablet,Libros,Plata,10,8.6,2,4,0,100.0,5,1,2.5,269.4
29,Femenino,Oeste,Mobile,Hogar,Bronce,5,20.0,8,2,1,159.0,6,0,3.9,151.61
18,Masculino,Norte,Mobile,Hogar,Plata,8,6.9,22,2,1,105.0,10,1,2.8,259.04
18,Masculino,Centro,Mobile,Electronica,Plata,6,1.6,19,2,0,8.0,7,0,4.4,240.47
64,Masculino,Este,Mobile,Deportes,Bronce,6,10.0,13,5,0,162.0,2,1,,223.88
51,Masculino,Sur,Mobile,Ropa,Oro,11,36.5,17,6,1,49.0,7,1,4.2,411.02
49,Femenino,Este,Tablet,Electronica,Oro,10,18.9,2,3,1,96.0,5,0,4.1,262.8
65,Femenino,Centro,Mobile,Electronica,Bronce,9,10.4,28,3,1,123.0,9,1,4.0,271.83
42,Masculino,Sur,Desktop,Hogar,Bronce,9,12.5,16,0,0,47.0,4,1,3.2,207.14
57,Masculino,Este,Mobile,Ropa,Bronce,9,32.0,8,1,0,25.0,7,0,3.2,246.96
62,Femenino,Sur,Desktop,Hogar,Oro,5,6.7,29,1,0,131.0,3,0,4.7,236.06
18,Masculino,Centro,Mobile,Deportes,Bronce,11,4.8,18,4,0,173.0,7,1,2.5,186.92
33,Femenino,Oeste,Mobile,Electronica,Plata,7,45.4,4,4,0,114.0,6,0,3.0,284.82
56,Femenino,Centro,Tablet,Hogar,Bronce,6,23.9,12,2,0,99.0,3,1,4.0,262.89
22,Femenino,Norte,Mobile,Electronica,Bronce,5,4.7,7,4,0,96.0,5,1,4.5,165.72
39,Femenino,Sur,Desktop,Deportes,Oro,10,7.5,7,6,0,34.0,4,0,3.4,279.28
46,Femenino,Centro,Desktop,Deportes,Oro,8,6.4,16,4,0,109.0,7,1,4.1,330.34
20,Masculino,Oeste,Mobile,Ropa,Plata,10,1.9,8,2,0,92.0,6,0,3.9,205.52
29,Femenino,Oeste,Desktop,Hogar,Plata,9,38.0,12,1,1,8.0,3,1,2.7,262.81
43,Femenino,Centro,Desktop,Ropa,Plata,10,6.2,28,3,0,155.0,3,0,4.1,258.76
33,Masculino,Este,Tablet,Ropa,Bronce,9,25.0,18,2,0,63.0,2,1,4.5,224.48
68,Femenino,Centro,Desktop,Deportes,Bronce,9,2.5,24,6,0,82.0,6,1,5.0,314.55
54,Femenino,Oeste,Mobile,Ropa,Bronce,11,9.5,19,0,0,25.0,5,1,2.6,235.4
39,Femenino,Centro,Desktop,Ropa,Oro,10,1.0,23,0,0,176.0,6,0,4.2,197.14
46,Femenino,Norte,Desktop,Ropa,Platino,7,17.3,25,2,0,129.0,5,0,3.5,305.24
31,Femenino,Este,Desktop,Deportes,Bronce,9,10.4,22,4,0,8.0,6,0,2.5,278.82
45,Femenino,Centro,Desktop,Ropa,Bronce,9,11.8,27,5,1,124.0,3,0,4.0,218.61
22,Femenino,Oeste,Mobile,Electronica,Bronce,2,1.0,20,2,0,149.0,5,0,2.8,135.41
64,Femenino,Centro,Mobile,Hogar,Oro,11,2.8,28,6,0,98.0,8,1,3.4,379.83
66,Femenino,Centro,Desktop,Deportes,Oro,9,1.0,9,1,1,101.0,6,1,3.2,236.08
47,Femenino,Sur,Tablet,Electronica,Bronce,5,4.1,25,4,0,,4,0,3.4,226.64
